Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,head_yaw_joint,head_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint
12,-1.15064541,-0.346455257,105.97893,0.605492605,3.39198391,-0.105299432,-0.774656417,0.432635815,0.241615834,0,0,0.18697995,15.3771396,-23.7549557,68.3075539,-9.03921322,-6.27768151,-18.1258433,-3.76911183,-20.4330983,39.0777935,66.3369556,8.55880247,-4.04782922,15.2504071,-10.768279,4.07250115,0.991415405,11.0879771,-3.58157191,-4.42200022,-12.1873558,-4.11287013,-9.6720994,17.1431977,-7.88787043,1.84012724
13,-1.14821838,-0.345046609,105.989134,0.595976428,3.38803518,-0.0962817861,-0.776654034,0.446213164,0.248942573,0,0,0.212775987,15.3330165,-23.6330573,68.2972677,-8.91273519,-6.28623248,-18.1180911,-3.78029584,-20.4257354,39.0930248,66.2866649,8.51001016,-3.98377528,15.1738765,-10.7672997,4.08487105,0.981526038,11.0882973,-3.58353303,-4.39623717,-12.1915607,-4.10210874,-9.66183277,17.1663281,-7.88342568,1.83399202
14,-1.14334384,-0.342764659,105.991876,0.586663996,3.38770392,-0.0931286595,-0.764746079,0.455786367,0.251770858,0,0,0.217878752,15.2908145,-23.5010878,68.3277166,-8.78240494,-6.31409837,-18.1369765,-3.79594252,-20.4210259,39.098168,66.261721,8.45715133,-3.94643805,15.133184,-10.7663973,4.09662409,0.970325595,11.0880173,-3.58782623,-4.40116345,-12.1927517,-4.09214947,-9.66304001,17.1748163,-7.87906717,1.81284576
15,-1.13839973,-0.354426331,105.99122,0.6161511,3.38925297,-0.0857324602,-0.770659796,0.430692039,0.248362247,0,0,0.21876609,15.2874814,-23.4573063,68.3266511,-8.65963399,-6.30884083,-18.1522659,-3.8000449,-20.4346214,39.0954154,66.2275086,8.53256259,-3.93484466,15.1745971,-10.7737167,4.06684916,0.969072042,11.1049766,-3.56190758,-4.41082005,-12.1824185,-4.12059379,-9.66762734,17.1569622,-7.89038394,1.82122789
16,-1.13412598,-0.363692595,105.982471,0.614302774,3.3910119,-0.0759241543,-0.779362257,0.432232967,0.247032681,0,0,0.21186421,15.3095736,-23.5039445,68.3193292,-8.72818092,-6.27293837,-18.1461341,-3.82192285,-20.4348161,39.110879,66.2273993,8.4492155,-3.95213144,15.1899309,-10.7751843,4.0722416,0.967433223,11.1076131,-3.57355327,-4.41107875,-12.1741497,-4.11546602,-9.68661612,17.1501508,-7.90817317,1.8123559
17,-1.12917013,-0.361099048,105.987442,0.601425712,3.3885981,-0.0730796232,-0.788514284,0.468987469,0.255459027,0,0,0.216760402,15.2870374,-23.4792688,68.314227,-8.71890382,-6.28388716,-18.1147306,-3.82209403,-20.4444723,39.075321,66.2075166,8.43436326,-3.95547439,15.1902605,-10.7661113,4.08661488,0.965052582,11.0968069,-3.59362463,-4.40340546,-12.1781445,-4.10322761,-9.68071398,17.1718537,-7.90532839,1.82702182
18,-1.12557439,-0.35673047,105.998552,0.593567513,3.38718057,-0.064155331,-0.793251447,0.485971695,0.259473257,0,0,0.215840835,15.2485339,-23.3811838,68.3433919,-8.61797326,-6.30281831,-18.1647173,-3.82661049,-20.452216,39.065185,66.179267,8.40019011,-3.93176296,15.2174566,-10.7640025,4.09500833,0.945447805,11.0916262,-3.58335075,-4.4176575,-12.1804531,-4.09588729,-9.68515104,17.1874231,-7.9018006,1.80145193
19,-1.12114772,-0.35776787,106.002724,0.585329469,3.38820454,-0.0560718981,-0.790439383,0.49265258,0.261537522,0,0,0.234490773,15.2230556,-23.275502,68.3367257,-8.46608607,-6.30365117,-18.1672804,-3.84191524,-20.4409206,39.0381921,66.1800593,8.34312559,-3.90388,15.2614925,-10.7620405,4.10588668,0.933973407,11.0861261,-3.57469732,-4.41961563,-12.1814904,-4.08657987,-9.69359401,17.1956996,-7.89697251,1.79992453
20,-1.11801093,-0.370369805,105.996537,0.599687813,3.39033888,-0.0456152647,-0.802588155,0.475370227,0.259234334,0,0,0.244545772,15.222948,-23.2345926,68.3270746,-8.41401527,-6.29988389,-18.1965187,-3.85734421,-20.4419622,39.0540962,66.1864592,8.35248039,-3.93796179,15.2784621,-10.7702623,4.09609006,0.915709055,11.0975846,-3.56866691,-4.44925481,-12.1644841,-4.09736987,-9.70193879,17.1632118,-7.90898511,1.79130099
21,-1.11290868,-0.380726415,105.988824,0.604276232,3.39175352,-0.0362294451,-0.796079945,0.46748979,0.255907044,0,0,0.20912928,15.3206488,-23.4770011,68.3071783,-8.64106783,-6.27995553,-18.1879451,-3.85911238,-20.450447,39.0439636,66.1748137,8.34032009,-3.94385838,15.2727811,-10.7711579,4.09520982,0.912955635,11.0972483,-3.56882101,-4.43761446,-12.1564766,-4.0972704,-9.70743709,17.1562382,-7.91754846,1.7791281
22,-1.10873831,-0.382843683,105.991125,0.603385262,3.3907048,-0.0294764317,-0.801562293,0.466713549,0.258702326,0,0,0.221024975,15.317775,-23.4273918,68.3010448,-8.59713776,-6.29646069,-18.2438331,-3.86870452,-20.4458315,39.0574464,66.177054,8.33287689,-3.97050977,15.2522086,-10.7683209,4.09723454,0.911042221,11.0995919,-3.58617204,-4.43021096,-12.1588936,-4.09661556,-9.71816391,17.1701633,-7.92604777,1.78486066
23,-1.10530956,-0.384274521,106.000507,0.595806096,3.3913469,-0.0198777204,-0.804089356,0.471589451,0.262687208,0,0,0.231019223,15.2889601,-23.293672,68.3089814,-8.40070494,-6.31193491,-18.274166,-3.87405726,-20.4200117,39.0323591,66.1957551,8.31549491,-3.9766403,15.2670079,-10.7677164,4.1056916,0.905223327,11.0914887,-3.56727696,-4.43416265,-12.158021,-4.08642662,-9.71669798,17.1726921,-7.9170729,1.76283789
24,-1.10264588,-0.38760975,105.998564,0.604249021,3.39063656,-0.00889028665,-0.809366264,0.471137111,0.264836103,0,0,0.253819621,15.2447824,-23.1882173,68.311454,-8.29218433,-6.28418513,-18.2576779,-3.87439919,-20.4351918,39.030655,66.1913906,8.29865679,-3.9691988,15.2631796,-10.7662103,4.09662452,0.890673263,11.0914315,-3.56667356,-4.43855532,-12.1584949,-4.0996187,-9.72631574,17.1824815,-7.92596666,1.78310114
25,-1.10011743,-0.394739816,105.990815,0.602907311,3.39200238,-0.0102475394,-0.809371867,0.466806184,0.267645045,0,0,0.232189533,15.3237582,-23.3808628,68.2727063,-8.49534404,-6.25120513,-18.2262027,-3.88376424,-20.4194704,39.0018213,66.2175502,8.34398449,-4.02156117,15.2952541,-10.7667422,4.10127673,0.892605406,11.0949815,-3.5830515,-4.40775287,-12.1518892,-4.09406619,-9.72205626,17.1714627,-7.93190807,1.77329021
26,-1.09741474,-0.403223978,105.985379,0.6101552,3.39315298,-0.00548879795,-0.80509937,0.461829591,0.264735944,0,0,0.231761899,15.3740591,-23.4944813,68.2359462,-8.66738199,-6.2371533,-18.2192547,-3.8811312,-20.4278254,38.9960157,66.2250702,8.31616427,-4.07686564,15.3206676,-10.7707029,4.09649176,0.890624598,11.104157,-3.58987016,-4.41393035,-12.1415022,-4.09862406,-9.73419265,17.1605737,-7.93904648,1.75898982
27,-1.09658539,-0.401139027,105.986643,0.600205689,3.39252847,0.000444061991,-0.802711846,0.471818476,0.275154944,0,0,0.227713384,15.3491768,-23.4338753,68.2543672,-8.61025343,-6.27462286,-18.2066325,-3.88248656,-20.4291522,38.943331,66.2262723,8.30421229,-4.05058862,15.334193,-10.7657715,4.10790885,0.885781887,11.0951582,-3.58915214,-4.44114439,-12.1451982,-4.08699822,-9.73919662,17.1756923,-7.94581007,1.74829802
28,-1.09240981,-0.399609515,105.991769,0.593533773,3.39384633,-0.00173549395,-0.791172828,0.470658624,0.272939642,0,0,0.243675083,15.3181353,-23.3385822,68.2647082,-8.50230315,-6.26986393,-18.1540093,-3.8729243,-20.417633,38.9156482,66.2388809,8.27979437,-4.05526858,15.3382331,-10.7656281,4.11645,0.890134852,11.0971851,-3.58221779,-4.44774534,-12.1413135,-4.07860776,-9.72610742,17.1702503,-7.92771946,1.7632318
29,-1.0910253,-0.402252842,105.984199,0.596756628,3.39365406,0.00250648027,-0.811145315,0.485055489,0.275555258,0,0,0.245073964,15.2978411,-23.3231204,68.2630689,-8.51412791,-6.26711563,-18.1723364,-3.88045971,-20.444462,38.9187526,66.2394614,8.25341276,-4.08294707,15.3788317,-10.7649066,4.11262765,0.888470474,11.1014522,-3.59283276,-4.43511162,-12.139121,-4.08386786,-9.73987622,17.1739438,-7.94089148,1.77052004
30,-1.08725112,-0.409355247,105.978334,0.599523337,3.39522207,0.00781168349,-0.805930199,0.48487753,0.263611605,0,0,0.242282711,15.3677617,-23.5083056,68.2213569,-8.76141747,-6.25466804,-18.1845368,-3.86550159,-20.4563841,38.8986206,66.2423711,8.25323347,-4.10731889,15.4125097,-10.7653181,4.11220973,0.883838218,11.1007701,-3.61084098,-4.42961801,-12.129114,-4.08310928,-9.75437159,17.1598241,-7.94529525,1.75075251
31,-1.08614778,-0.41185813,105.976486,0.601771805,3.39371065,0.0144330206,-0.810180071,0.483073827,0.263119858,0,0,0.239118039,15.3883803,-23.5645095,68.2083386,-8.80979741,-6.24302214,-18.1765284,-3.85005811,-20.4565139,38.8642784,66.2501575,8.20376412,-4.14675768,15.4074605,-10.7636405,4.10993912,0.879379919,11.1043107,-3.60775373,-4.41936633,-12.1307242,-4.08719288,-9.74552991,17.1714712,-7.94414094,1.784069
32,-1.08445166,-0.4108869,105.983102,0.604930567,3.39337681,0.0112272956,-0.80414896,0.479060397,0.268187591,0,0,0.244494439,15.3631804,-23.4762259,68.2173886,-8.67884732,-6.24900539,-18.1755927,-3.84845344,-20.4646077,38.8665563,66.2448026,8.20865709,-4.12208704,15.4408259,-10.7716719,4.10512042,0.892761006,11.1224807,-3.60407994,-4.42058381,-12.1233117,-4.0875869,-9.73926663,17.1561272,-7.92877216,1.77718235
33,-1.08222011,-0.408070814,105.983233,0.593689536,3.39319566,0.0115016088,-0.8018355,0.492137701,0.267988742,0,0,0.249244275,15.3413681,-23.440755,68.2349149,-8.66104272,-6.27602946,-18.1542313,-3.83442551,-20.4738933,38.8324121,66.2378427,8.19378692,-4.13357414,15.5113647,-10.7653429,4.12069453,0.889925998,11.1093778,-3.61136519,-4.44086734,-12.1262034,-4.07452971,-9.74132081,17.1665074,-7.93026541,1.76709683
