结果表格 1
,压缩位移(力 120 N),压缩位移(力 240 N),压缩位移(力 360 N),压缩位移(力 900 N),压缩位移(力 1300 N),压缩位移(力 1900 N),标识
,(mm),(mm),(mm),(mm),(mm),(mm),
"平均值","2.44","5.29","8.01","14.36","16.88","19.67",""
"标准偏差","-----","-----","-----","-----","-----","-----",""
"变异系数％","-----","-----","-----","-----","-----","-----",""

结果表格 2


1,时间,位移,力,压缩应变
,(s),(mm),(kN),(%)
"","0.0000","0.0000","0.0043","0.0000"
"","0.0200","0.0000","0.0043","0.0000"
"","0.0400","0.0000","0.0042","0.0001"
"","0.0600","0.0001","0.0042","0.0004"
"","0.0800","0.0003","0.0044","0.0010"
"","0.1000","0.0007","0.0044","0.0020"
"","0.1200","0.0014","0.0044","0.0039"
"","0.1400","0.0026","0.0042","0.0071"
"","0.1600","0.0034","0.0042","0.0092"
"","0.1800","0.0039","0.0043","0.0104"
"","0.2000","0.0046","0.0042","0.0123"
"","0.2200","0.0061","0.0042","0.0162"
"","0.2400","0.0083","0.0045","0.0221"
"","0.2600","0.0108","0.0046","0.0288"
"","0.2800","0.0134","0.0046","0.0356"
"","0.3000","0.0157","0.0046","0.0416"
"","0.3200","0.0175","0.0047","0.0465"
"","0.3400","0.0190","0.0048","0.0505"
"","0.3600","0.0205","0.0048","0.0543"
"","0.3800","0.0221","0.0049","0.0586"
"","0.4000","0.0238","0.0049","0.0632"
"","0.4200","0.0255","0.0049","0.0677"
"","0.4400","0.0272","0.0050","0.0720"
"","0.4600","0.0288","0.0050","0.0764"
"","0.4800","0.0306","0.0051","0.0811"
"","0.5000","0.0325","0.0052","0.0860"
"","0.5200","0.0342","0.0054","0.0906"
"","0.5400","0.0358","0.0054","0.0949"
"","0.5600","0.0375","0.0054","0.0993"
"","0.5800","0.0392","0.0054","0.1038"
"","0.6000","0.0410","0.0054","0.1086"
"","0.6200","0.0428","0.0055","0.1133"
"","0.6400","0.0445","0.0055","0.1178"
"","0.6600","0.0461","0.0055","0.1222"
"","0.6800","0.0478","0.0057","0.1266"
"","0.7000","0.0495","0.0057","0.1312"
"","0.7200","0.0513","0.0058","0.1357"
"","0.7400","0.0529","0.0059","0.1402"
"","0.7600","0.0546","0.0059","0.1446"
"","0.7800","0.0563","0.0059","0.1492"
"","0.8000","0.0581","0.0060","0.1537"
"","0.8200","0.0597","0.0061","0.1581"
"","0.8400","0.0613","0.0062","0.1622"
"","0.8600","0.0627","0.0063","0.1661"
"","0.8800","0.0643","0.0064","0.1701"
"","0.9000","0.0659","0.0064","0.1744"
"","0.9200","0.0676","0.0063","0.1789"
"","0.9400","0.0692","0.0063","0.1833"
"","0.9600","0.0708","0.0064","0.1875"
"","0.9800","0.0724","0.0064","0.1918"
"","1.0000","0.0742","0.0065","0.1964"
"","1.0200","0.0760","0.0066","0.2012"
"","1.0400","0.0778","0.0067","0.2060"
"","1.0600","0.0795","0.0069","0.2103"
"","1.0800","0.0811","0.0070","0.2146"
"","1.1000","0.0828","0.0068","0.2190"
"","1.1200","0.0845","0.0068","0.2237"
"","1.1400","0.0862","0.0069","0.2282"
"","1.1600","0.0878","0.0071","0.2324"
"","1.1800","0.0894","0.0072","0.2366"
"","1.2000","0.0911","0.0072","0.2412"
"","1.2200","0.0930","0.0071","0.2461"
"","1.2400","0.0947","0.0072","0.2508"
"","1.2600","0.0964","0.0073","0.2551"
"","1.2800","0.0980","0.0074","0.2593"
"","1.3000","0.0997","0.0074","0.2639"
"","1.3200","0.1016","0.0074","0.2688"
"","1.3400","0.1033","0.0078","0.2735"
"","1.3600","0.1049","0.0079","0.2775"
"","1.3800","0.1063","0.0079","0.2814"
"","1.4000","0.1079","0.0079","0.2856"
"","1.4200","0.1096","0.0078","0.2901"
"","1.4400","0.1113","0.0079","0.2946"
"","1.4600","0.1128","0.0081","0.2985"
"","1.4800","0.1142","0.0081","0.3023"
"","1.5000","0.1158","0.0082","0.3064"
"","1.5200","0.1175","0.0082","0.3111"
"","1.5400","0.1193","0.0083","0.3157"
"","1.5600","0.1209","0.0083","0.3199"
"","1.5800","0.1224","0.0082","0.3239"
"","1.6000","0.1240","0.0082","0.3281"
"","1.6200","0.1258","0.0084","0.3330"
"","1.6400","0.1277","0.0086","0.3379"
"","1.6600","0.1294","0.0087","0.3424"
"","1.6800","0.1309","0.0087","0.3465"
"","1.7000","0.1325","0.0087","0.3508"
"","1.7200","0.1343","0.0088","0.3555"
"","1.7400","0.1361","0.0090","0.3603"
"","1.7600","0.1378","0.0091","0.3647"
"","1.7800","0.1393","0.0091","0.3687"
"","1.8000","0.1409","0.0091","0.3730"
"","1.8200","0.1428","0.0091","0.3778"
"","1.8400","0.1446","0.0092","0.3827"
"","1.8600","0.1463","0.0092","0.3872"
"","1.8800","0.1479","0.0093","0.3915"
"","1.9000","0.1496","0.0093","0.3959"
"","1.9200","0.1514","0.0094","0.4005"
"","1.9400","0.1531","0.0095","0.4051"
"","1.9600","0.1546","0.0096","0.4092"
"","1.9800","0.1561","0.0096","0.4130"
"","2.0000","0.1576","0.0095","0.4171"
"","2.0200","0.1593","0.0096","0.4216"
"","2.0400","0.1611","0.0098","0.4263"
"","2.0600","0.1627","0.0099","0.4305"
"","2.0800","0.1642","0.0100","0.4345"
"","2.1000","0.1657","0.0100","0.4386"
"","2.1200","0.1675","0.0101","0.4431"
"","2.1400","0.1693","0.0102","0.4480"
"","2.1600","0.1711","0.0103","0.4528"
"","2.1800","0.1728","0.0103","0.4572"
"","2.2000","0.1744","0.0104","0.4615"
"","2.2200","0.1761","0.0105","0.4660"
"","2.2400","0.1778","0.0105","0.4705"
"","2.2600","0.1794","0.0104","0.4749"
"","2.2800","0.1810","0.0104","0.4790"
"","2.3000","0.1826","0.0106","0.4832"
"","2.3200","0.1844","0.0109","0.4878"
"","2.3400","0.1862","0.0111","0.4927"
"","2.3600","0.1880","0.0111","0.4975"
"","2.3800","0.1897","0.0110","0.5021"
"","2.4000","0.1914","0.0111","0.5065"
"","2.4200","0.1931","0.0111","0.5111"
"","2.4400","0.1949","0.0114","0.5158"
"","2.4600","0.1966","0.0117","0.5203"
"","2.4800","0.1983","0.0115","0.5246"
"","2.5000","0.1998","0.0115","0.5287"
"","2.5200","0.2014","0.0115","0.5329"
"","2.5400","0.2030","0.0116","0.5372"
"","2.5600","0.2047","0.0117","0.5417"
"","2.5800","0.2063","0.0118","0.5460"
"","2.6000","0.2079","0.0118","0.5500"
"","2.6200","0.2094","0.0119","0.5540"
"","2.6400","0.2110","0.0120","0.5583"
"","2.6600","0.2127","0.0122","0.5627"
"","2.6800","0.2143","0.0124","0.5671"
"","2.7000","0.2159","0.0124","0.5714"
"","2.7200","0.2175","0.0122","0.5756"
"","2.7400","0.2192","0.0121","0.5800"
"","2.7600","0.2209","0.0122","0.5846"
"","2.7800","0.2227","0.0123","0.5892"
"","2.8000","0.2243","0.0124","0.5934"
"","2.8200","0.2258","0.0124","0.5974"
"","2.8400","0.2274","0.0125","0.6016"
"","2.8600","0.2291","0.0127","0.6063"
"","2.8800","0.2309","0.0129","0.6110"
"","2.9000","0.2326","0.0130","0.6155"
"","2.9200","0.2342","0.0130","0.6197"
"","2.9400","0.2359","0.0130","0.6241"
"","2.9600","0.2377","0.0129","0.6289"
"","2.9800","0.2396","0.0130","0.6339"
"","3.0000","0.2413","0.0133","0.6385"
"","3.0200","0.2429","0.0134","0.6427"
"","3.0400","0.2445","0.0134","0.6471"
"","3.0600","0.2463","0.0135","0.6517"
"","3.0800","0.2480","0.0136","0.6562"
"","3.1000","0.2496","0.0136","0.6603"
"","3.1200","0.2510","0.0137","0.6642"
"","3.1400","0.2526","0.0139","0.6684"
"","3.1600","0.2543","0.0141","0.6730"
"","3.1800","0.2561","0.0140","0.6777"
"","3.2000","0.2577","0.0141","0.6820"
"","3.2200","0.2592","0.0143","0.6859"
"","3.2400","0.2608","0.0146","0.6900"
"","3.2600","0.2625","0.0146","0.6947"
"","3.2800","0.2644","0.0145","0.6995"
"","3.3000","0.2660","0.0145","0.7039"
"","3.3200","0.2676","0.0144","0.7080"
"","3.3400","0.2692","0.0144","0.7122"
"","3.3600","0.2709","0.0145","0.7169"
"","3.3800","0.2728","0.0145","0.7217"
"","3.4000","0.2744","0.0145","0.7262"
"","3.4200","0.2760","0.0148","0.7303"
"","3.4400","0.2776","0.0150","0.7344"
"","3.4600","0.2793","0.0150","0.7391"
"","3.4800","0.2812","0.0149","0.7440"
"","3.5000","0.2829","0.0150","0.7486"
"","3.5200","0.2845","0.0152","0.7529"
"","3.5400","0.2862","0.0154","0.7572"
"","3.5600","0.2880","0.0157","0.7619"
"","3.5800","0.2898","0.0158","0.7668"
"","3.6000","0.2915","0.0158","0.7713"
"","3.6200","0.2931","0.0156","0.7755"
"","3.6400","0.2947","0.0156","0.7798"
"","3.6600","0.2964","0.0157","0.7844"
"","3.6800","0.2982","0.0159","0.7889"
"","3.7000","0.2997","0.0160","0.7931"
"","3.7200","0.3012","0.0161","0.7969"
"","3.7400","0.3027","0.0160","0.8008"
"","3.7600","0.3043","0.0163","0.8053"
"","3.7800","0.3061","0.0164","0.8099"
"","3.8000","0.3077","0.0164","0.8142"
"","3.8200","0.3093","0.0163","0.8183"
"","3.8400","0.3108","0.0163","0.8223"
"","3.8600","0.3125","0.0165","0.8268"
"","3.8800","0.3142","0.0167","0.8315"
"","3.9000","0.3159","0.0167","0.8359"
"","3.9200","0.3175","0.0166","0.8401"
"","3.9400","0.3190","0.0166","0.8441"
"","3.9600","0.3207","0.0168","0.8485"
"","3.9800","0.3224","0.0170","0.8531"
"","4.0000","0.3241","0.0172","0.8576"
"","4.0200","0.3258","0.0172","0.8620"
"","4.0400","0.3274","0.0172","0.8663"
"","4.0600","0.3291","0.0173","0.8709"
"","4.0800","0.3310","0.0174","0.8758"
"","4.1000","0.3328","0.0175","0.8806"
"","4.1200","0.3346","0.0177","0.8853"
"","4.1400","0.3363","0.0178","0.8898"
"","4.1600","0.3380","0.0178","0.8942"
"","4.1800","0.3397","0.0179","0.8988"
"","4.2000","0.3414","0.0179","0.9032"
"","4.2200","0.3429","0.0179","0.9074"
"","4.2400","0.3445","0.0180","0.9115"
"","4.2600","0.3461","0.0180","0.9156"
"","4.2800","0.3477","0.0181","0.9200"
"","4.3000","0.3494","0.0181","0.9246"
"","4.3200","0.3511","0.0181","0.9290"
"","4.3400","0.3527","0.0184","0.9332"
"","4.3600","0.3543","0.0185","0.9373"
"","4.3800","0.3559","0.0185","0.9417"
"","4.4000","0.3577","0.0186","0.9463"
"","4.4200","0.3594","0.0187","0.9508"
"","4.4400","0.3610","0.0189","0.9551"
"","4.4600","0.3626","0.0188","0.9594"
"","4.4800","0.3643","0.0188","0.9638"
"","4.5000","0.3660","0.0189","0.9685"
"","4.5200","0.3678","0.0192","0.9731"
"","4.5400","0.3694","0.0192","0.9773"
"","4.5600","0.3709","0.0193","0.9813"
"","4.5800","0.3725","0.0195","0.9855"
"","4.6000","0.3742","0.0194","0.9902"
"","4.6200","0.3760","0.0193","0.9949"
"","4.6400","0.3777","0.0191","0.9994"
"","4.6600","0.3794","0.0194","1.0038"
"","4.6800","0.3811","0.0197","1.0084"
"","4.7000","0.3830","0.0199","1.0133"
"","4.7200","0.3848","0.0199","1.0182"
"","4.7400","0.3865","0.0199","1.0226"
"","4.7600","0.3881","0.0201","1.0268"
"","4.7800","0.3897","0.0202","1.0312"
"","4.8000","0.3915","0.0203","1.0359"
"","4.8200","0.3933","0.0204","1.0405"
"","4.8400","0.3948","0.0203","1.0446"
"","4.8600","0.3963","0.0203","1.0484"
"","4.8800","0.3978","0.0205","1.0525"
"","4.9000","0.3996","0.0208","1.0572"
"","4.9200","0.4013","0.0206","1.0619"
"","4.9400","0.4030","0.0207","1.0662"
"","4.9600","0.4044","0.0209","1.0701"
"","4.9800","0.4059","0.0209","1.0741"
"","5.0000","0.4076","0.0210","1.0785"
"","5.0200","0.4093","0.0213","1.0830"
"","5.0400","0.4109","0.0214","1.0872"
"","5.0600","0.4124","0.0213","1.0911"
"","5.0800","0.4139","0.0213","1.0951"
"","5.1000","0.4157","0.0214","1.0998"
"","5.1200","0.4175","0.0214","1.1047"
"","5.1400","0.4192","0.0214","1.1092"
"","5.1600","0.4208","0.0214","1.1133"
"","5.1800","0.4223","0.0214","1.1174"
"","5.2000","0.4241","0.0217","1.1222"
"","5.2200","0.4260","0.0219","1.1272"
"","5.2400","0.4278","0.0219","1.1319"
"","5.2600","0.4294","0.0220","1.1361"
"","5.2800","0.4310","0.0221","1.1403"
"","5.3000","0.4328","0.0223","1.1450"
"","5.3200","0.4347","0.0224","1.1500"
"","5.3400","0.4364","0.0225","1.1546"
"","5.3600","0.4380","0.0226","1.1587"
"","5.3800","0.4395","0.0225","1.1628"
"","5.4000","0.4412","0.0225","1.1672"
"","5.4200","0.4429","0.0225","1.1718"
"","5.4400","0.4445","0.0226","1.1761"
"","5.4600","0.4460","0.0228","1.1800"
"","5.4800","0.4475","0.0228","1.1841"
"","5.5000","0.4493","0.0229","1.1887"
"","5.5200","0.4511","0.0230","1.1935"
"","5.5400","0.4528","0.0231","1.1981"
"","5.5600","0.4544","0.0233","1.2023"
"","5.5800","0.4560","0.0234","1.2064"
"","5.6000","0.4576","0.0234","1.2108"
"","5.6200","0.4594","0.0235","1.2155"
"","5.6400","0.4612","0.0236","1.2201"
"","5.6600","0.4628","0.0236","1.2244"
"","5.6800","0.4643","0.0237","1.2284"
"","5.7000","0.4659","0.0238","1.2326"
"","5.7200","0.4676","0.0239","1.2371"
"","5.7400","0.4693","0.0242","1.2417"
"","5.7600","0.4710","0.0242","1.2461"
"","5.7800","0.4726","0.0241","1.2505"
"","5.8000","0.4744","0.0241","1.2551"
"","5.8200","0.4762","0.0243","1.2599"
"","5.8400","0.4780","0.0243","1.2647"
"","5.8600","0.4797","0.0243","1.2691"
"","5.8800","0.4813","0.0246","1.2734"
"","5.9000","0.4830","0.0248","1.2778"
"","5.9200","0.4847","0.0248","1.2825"
"","5.9400","0.4865","0.0249","1.2872"
"","5.9600","0.4882","0.0248","1.2916"
"","5.9800","0.4898","0.0247","1.2958"
"","6.0000","0.4913","0.0248","1.2999"
"","6.0200","0.4929","0.0251","1.3042"
"","6.0400","0.4946","0.0250","1.3087"
"","6.0600","0.4963","0.0250","1.3132"
"","6.0800","0.4979","0.0252","1.3173"
"","6.1000","0.4994","0.0254","1.3214"
"","6.1200","0.5010","0.0254","1.3256"
"","6.1400","0.5027","0.0255","1.3301"
"","6.1600","0.5044","0.0256","1.3345"
"","6.1800","0.5060","0.0257","1.3388"
"","6.2000","0.5076","0.0258","1.3429"
"","6.2200","0.5092","0.0259","1.3471"
"","6.2400","0.5109","0.0259","1.3516"
"","6.2600","0.5126","0.0259","1.3561"
"","6.2800","0.5141","0.0262","1.3603"
"","6.3000","0.5157","0.0261","1.3643"
"","6.3200","0.5173","0.0263","1.3685"
"","6.3400","0.5190","0.0263","1.3732"
"","6.3600","0.5209","0.0264","1.3782"
"","6.3800","0.5227","0.0264","1.3828"
"","6.4000","0.5243","0.0266","1.3871"
"","6.4200","0.5259","0.0267","1.3914"
"","6.4400","0.5277","0.0267","1.3961"
"","6.4600","0.5296","0.0267","1.4011"
"","6.4800","0.5313","0.0268","1.4058"
"","6.5000","0.5329","0.0270","1.4100"
"","6.5200","0.5345","0.0271","1.4141"
"","6.5400","0.5362","0.0272","1.4186"
"","6.5600","0.5379","0.0273","1.4231"
"","6.5800","0.5395","0.0274","1.4273"
"","6.6000","0.5410","0.0276","1.4313"
"","6.6200","0.5426","0.0275","1.4355"
"","6.6400","0.5443","0.0276","1.4402"
"","6.6600","0.5462","0.0278","1.4450"
"","6.6800","0.5478","0.0279","1.4494"
"","6.7000","0.5493","0.0281","1.4534"
"","6.7200","0.5508","0.0281","1.4573"
"","6.7400","0.5525","0.0280","1.4618"
"","6.7600","0.5544","0.0281","1.4668"
"","6.7800","0.5561","0.0280","1.4714"
"","6.8000","0.5577","0.0282","1.4755"
"","6.8200","0.5592","0.0282","1.4794"
"","6.8400","0.5608","0.0284","1.4836"
"","6.8600","0.5625","0.0286","1.4883"
"","6.8800","0.5643","0.0287","1.4929"
"","6.9000","0.5659","0.0288","1.4971"
"","6.9200","0.5675","0.0287","1.5014"
"","6.9400","0.5693","0.0288","1.5061"
"","6.9600","0.5712","0.0288","1.5112"
"","6.9800","0.5730","0.0290","1.5160"
"","7.0000","0.5746","0.0291","1.5202"
"","7.0200","0.5762","0.0294","1.5245"
"","7.0400","0.5780","0.0294","1.5292"
"","7.0600","0.5799","0.0294","1.5342"
"","7.0800","0.5816","0.0295","1.5388"
"","7.1000","0.5831","0.0292","1.5428"
"","7.1200","0.5846","0.0292","1.5468"
"","7.1400","0.5863","0.0294","1.5512"
"","7.1600","0.5881","0.0296","1.5558"
"","7.1800","0.5897","0.0299","1.5603"
"","7.2000","0.5913","0.0300","1.5643"
"","7.2200","0.5928","0.0299","1.5683"
"","7.2400","0.5944","0.0300","1.5726"
"","7.2600","0.5962","0.0301","1.5773"
"","7.2800","0.5978","0.0303","1.5817"
"","7.3000","0.5994","0.0304","1.5858"
"","7.3200","0.6009","0.0304","1.5899"
"","7.3400","0.6026","0.0303","1.5943"
"","7.3600","0.6043","0.0303","1.5989"
"","7.3800","0.6060","0.0305","1.6032"
"","7.4000","0.6075","0.0306","1.6072"
"","7.4200","0.6090","0.0308","1.6112"
"","7.4400","0.6106","0.0308","1.6155"
"","7.4600","0.6124","0.0309","1.6201"
"","7.4800","0.6141","0.0309","1.6249"
"","7.5000","0.6158","0.0310","1.6293"
"","7.5200","0.6174","0.0312","1.6335"
"","7.5400","0.6191","0.0313","1.6379"
"","7.5600","0.6209","0.0315","1.6426"
"","7.5800","0.6227","0.0316","1.6475"
"","7.6000","0.6245","0.0316","1.6523"
"","7.6200","0.6263","0.0316","1.6569"
"","7.6400","0.6279","0.0317","1.6613"
"","7.6600","0.6296","0.0319","1.6658"
"","7.6800","0.6313","0.0318","1.6702"
"","7.7000","0.6328","0.0317","1.6743"
"","7.7200","0.6344","0.0318","1.6783"
"","7.7400","0.6359","0.0319","1.6825"
"","7.7600","0.6376","0.0321","1.6869"
"","7.7800","0.6394","0.0322","1.6916"
"","7.8000","0.6411","0.0323","1.6962"
"","7.8200","0.6428","0.0325","1.7006"
"","7.8400","0.6443","0.0326","1.7047"
"","7.8600","0.6459","0.0327","1.7089"
"","7.8800","0.6476","0.0328","1.7135"
"","7.9000","0.6494","0.0328","1.7180"
"","7.9200","0.6510","0.0327","1.7224"
"","7.9400","0.6526","0.0327","1.7265"
"","7.9600","0.6542","0.0329","1.7308"
"","7.9800","0.6559","0.0331","1.7353"
"","8.0000","0.6577","0.0333","1.7400"
"","8.0200","0.6594","0.0333","1.7445"
"","8.0400","0.6610","0.0332","1.7487"
"","8.0600","0.6626","0.0332","1.7530"
"","8.0800","0.6643","0.0334","1.7576"
"","8.1000","0.6661","0.0335","1.7624"
"","8.1200","0.6679","0.0337","1.7670"
"","8.1400","0.6695","0.0338","1.7713"
"","8.1600","0.6712","0.0340","1.7757"
"","8.1800","0.6730","0.0340","1.7806"
"","8.2000","0.6749","0.0340","1.7855"
"","8.2200","0.6766","0.0341","1.7900"
"","8.2400","0.6781","0.0341","1.7941"
"","8.2600","0.6797","0.0343","1.7982"
"","8.2800","0.6814","0.0345","1.8027"
"","8.3000","0.6831","0.0345","1.8073"
"","8.3200","0.6847","0.0344","1.8114"
"","8.3400","0.6861","0.0346","1.8153"
"","8.3600","0.6877","0.0348","1.8193"
"","8.3800","0.6894","0.0351","1.8239"
"","8.4000","0.6913","0.0353","1.8289"
"","8.4200","0.6930","0.0353","1.8334"
"","8.4400","0.6945","0.0351","1.8375"
"","8.4600","0.6961","0.0350","1.8416"
"","8.4800","0.6977","0.0351","1.8460"
"","8.5000","0.6995","0.0351","1.8506"
"","8.5200","0.7011","0.0352","1.8549"
"","8.5400","0.7025","0.0351","1.8586"
"","8.5600","0.7039","0.0352","1.8624"
"","8.5800","0.7056","0.0355","1.8667"
"","8.6000","0.7074","0.0356","1.8715"
"","8.6200","0.7092","0.0358","1.8762"
"","8.6400","0.7108","0.0358","1.8805"
"","8.6600","0.7123","0.0358","1.8846"
"","8.6800","0.7141","0.0358","1.8892"
"","8.7000","0.7159","0.0359","1.8942"
"","8.7200","0.7178","0.0362","1.8990"
"","8.7400","0.7194","0.0362","1.9034"
"","8.7600","0.7210","0.0363","1.9076"
"","8.7800","0.7228","0.0364","1.9122"
"","8.8000","0.7246","0.0365","1.9171"
"","8.8200","0.7263","0.0367","1.9216"
"","8.8400","0.7279","0.0368","1.9257"
"","8.8600","0.7293","0.0369","1.9296"
"","8.8800","0.7310","0.0369","1.9339"
"","8.9000","0.7328","0.0370","1.9386"
"","8.9200","0.7345","0.0370","1.9433"
"","8.9400","0.7361","0.0370","1.9474"
"","8.9600","0.7376","0.0370","1.9515"
"","8.9800","0.7392","0.0371","1.9558"
"","9.0000","0.7410","0.0373","1.9606"
"","9.0200","0.7428","0.0373","1.9653"
"","9.0400","0.7444","0.0374","1.9696"
"","9.0600","0.7460","0.0375","1.9737"
"","9.0800","0.7476","0.0377","1.9780"
"","9.1000","0.7494","0.0377","1.9826"
"","9.1200","0.7511","0.0377","1.9871"
"","9.1400","0.7527","0.0378","1.9914"
"","9.1600","0.7542","0.0380","1.9954"
"","9.1800","0.7558","0.0381","1.9996"
"","9.2000","0.7575","0.0381","2.0042"
"","9.2200","0.7594","0.0381","2.0090"
"","9.2400","0.7611","0.0383","2.0136"
"","9.2600","0.7628","0.0383","2.0180"
"","9.2800","0.7645","0.0384","2.0225"
"","9.3000","0.7663","0.0384","2.0273"
"","9.3200","0.7681","0.0384","2.0321"
"","9.3400","0.7698","0.0388","2.0367"
"","9.3600","0.7715","0.0389","2.0411"
"","9.3800","0.7731","0.0388","2.0454"
"","9.4000","0.7748","0.0390","2.0498"
"","9.4200","0.7765","0.0391","2.0543"
"","9.4400","0.7781","0.0392","2.0586"
"","9.4600","0.7797","0.0394","2.0628"
"","9.4800","0.7813","0.0393","2.0670"
"","9.5000","0.7829","0.0393","2.0713"
"","9.5200","0.7846","0.0395","2.0758"
"","9.5400","0.7864","0.0395","2.0804"
"","9.5600","0.7880","0.0396","2.0848"
"","9.5800","0.7896","0.0396","2.0889"
"","9.6000","0.7911","0.0397","2.0931"
"","9.6200","0.7928","0.0400","2.0974"
"","9.6400","0.7944","0.0400","2.1018"
"","9.6600","0.7960","0.0400","2.1059"
"","9.6800","0.7974","0.0402","2.1098"
"","9.7000","0.7990","0.0404","2.1138"
"","9.7200","0.8006","0.0403","2.1182"
"","9.7400","0.8024","0.0404","2.1229"
"","9.7600","0.8042","0.0407","2.1275"
"","9.7800","0.8058","0.0407","2.1318"
"","9.8000","0.8074","0.0407","2.1360"
"","9.8200","0.8091","0.0407","2.1406"
"","9.8400","0.8109","0.0408","2.1454"
"","9.8600","0.8127","0.0409","2.1501"
"","9.8800","0.8143","0.0411","2.1544"
"","9.9000","0.8159","0.0410","2.1586"
"","9.9200","0.8176","0.0410","2.1632"
"","9.9400","0.8195","0.0413","2.1682"
"","9.9600","0.8213","0.0413","2.1729"
"","9.9800","0.8229","0.0414","2.1771"
"","10.0000","0.8244","0.0413","2.1810"
"","10.0200","0.8260","0.0415","2.1853"
"","10.0400","0.8278","0.0417","2.1900"
"","10.0600","0.8296","0.0418","2.1948"
"","10.0800","0.8312","0.0418","2.1991"
"","10.1000","0.8328","0.0420","2.2033"
"","10.1200","0.8345","0.0420","2.2077"
"","10.1400","0.8362","0.0420","2.2123"
"","10.1600","0.8379","0.0421","2.2168"
"","10.1800","0.8394","0.0421","2.2209"
"","10.2000","0.8410","0.0423","2.2249"
"","10.2200","0.8426","0.0425","2.2292"
"","10.2400","0.8443","0.0426","2.2338"
"","10.2600","0.8460","0.0425","2.2383"
"","10.2800","0.8475","0.0426","2.2423"
"","10.3000","0.8490","0.0428","2.2462"
"","10.3200","0.8507","0.0429","2.2505"
"","10.3400","0.8525","0.0428","2.2554"
"","10.3600","0.8543","0.0428","2.2602"
"","10.3800","0.8560","0.0430","2.2646"
"","10.4000","0.8576","0.0431","2.2689"
"","10.4200","0.8593","0.0432","2.2735"
"","10.4400","0.8612","0.0434","2.2784"
"","10.4600","0.8630","0.0434","2.2831"
"","10.4800","0.8646","0.0434","2.2875"
"","10.5000","0.8663","0.0435","2.2918"
"","10.5200","0.8680","0.0436","2.2964"
"","10.5400","0.8698","0.0438","2.3011"
"","10.5600","0.8715","0.0437","2.3056"
"","10.5800","0.8730","0.0438","2.3096"
"","10.6000","0.8745","0.0439","2.3137"
"","10.6200","0.8762","0.0441","2.3181"
"","10.6400","0.8780","0.0441","2.3229"
"","10.6600","0.8798","0.0442","2.3276"
"","10.6800","0.8814","0.0444","2.3318"
"","10.7000","0.8829","0.0445","2.3359"
"","10.7200","0.8845","0.0446","2.3402"
"","10.7400","0.8863","0.0447","2.3448"
"","10.7600","0.8880","0.0447","2.3493"
"","10.7800","0.8895","0.0448","2.3533"
"","10.8000","0.8910","0.0448","2.3572"
"","10.8200","0.8925","0.0450","2.3614"
"","10.8400","0.8942","0.0450","2.3658"
"","10.8600","0.8959","0.0451","2.3702"
"","10.8800","0.8974","0.0452","2.3743"
"","10.9000","0.8989","0.0454","2.3782"
"","10.9200","0.9005","0.0453","2.3825"
"","10.9400","0.9023","0.0453","2.3871"
"","10.9600","0.9041","0.0453","2.3919"
"","10.9800","0.9058","0.0456","2.3965"
"","11.0000","0.9075","0.0457","2.4008"
"","11.0200","0.9091","0.0457","2.4052"
"","11.0400","0.9109","0.0457","2.4099"
"","11.0600","0.9127","0.0459","2.4147"
"","11.0800","0.9145","0.0460","2.4194"
"","11.1000","0.9161","0.0461","2.4238"
"","11.1200","0.9177","0.0461","2.4280"
"","11.1400","0.9194","0.0464","2.4324"
"","11.1600","0.9211","0.0463","2.4369"
"","11.1800","0.9227","0.0462","2.4412"
"","11.2000","0.9243","0.0464","2.4455"
"","11.2200","0.9260","0.0464","2.4498"
"","11.2400","0.9277","0.0467","2.4544"
"","11.2600","0.9295","0.0467","2.4592"
"","11.2800","0.9313","0.0469","2.4638"
"","11.3000","0.9329","0.0468","2.4681"
"","11.3200","0.9344","0.0470","2.4722"
"","11.3400","0.9361","0.0473","2.4765"
"","11.3600","0.9378","0.0473","2.4810"
"","11.3800","0.9395","0.0472","2.4855"
"","11.4000","0.9410","0.0472","2.4896"
"","11.4200","0.9425","0.0473","2.4936"
"","11.4400","0.9441","0.0474","2.4976"
"","11.4600","0.9458","0.0475","2.5022"
"","11.4800","0.9476","0.0476","2.5071"
"","11.5000","0.9494","0.0477","2.5118"
"","11.5200","0.9511","0.0478","2.5161"
"","11.5400","0.9527","0.0480","2.5204"
"","11.5600","0.9544","0.0480","2.5250"
"","11.5800","0.9562","0.0481","2.5297"
"","11.6000","0.9579","0.0482","2.5342"
"","11.6200","0.9594","0.0485","2.5383"
"","11.6400","0.9610","0.0485","2.5425"
"","11.6600","0.9628","0.0484","2.5473"
"","11.6800","0.9647","0.0486","2.5523"
"","11.7000","0.9665","0.0486","2.5570"
"","11.7200","0.9681","0.0486","2.5612"
"","11.7400","0.9697","0.0486","2.5653"
"","11.7600","0.9714","0.0488","2.5699"
"","11.7800","0.9732","0.0490","2.5747"
"","11.8000","0.9749","0.0492","2.5792"
"","11.8200","0.9764","0.0492","2.5831"
"","11.8400","0.9778","0.0492","2.5870"
"","11.8600","0.9795","0.0493","2.5914"
"","11.8800","0.9813","0.0492","2.5962"
"","11.9000","0.9831","0.0493","2.6008"
"","11.9200","0.9846","0.0496","2.6050"
"","11.9400","0.9861","0.0496","2.6089"
