pitch,roll,J00,J01,J10,J11,det,m0,m1,err,reachable,near_singular
-0.443320,0.069820,-0.375601636,0.384084233,0.768149342,0.820379371,-0.603169885,0.614664432,-0.526874946,7.806e-05,1,0
-0.443320,0.087275,-0.373658327,0.384367306,0.760597417,0.825999392,-0.600990331,0.625803517,-0.516014652,8.923e-05,1,0
-0.443320,0.104730,-0.371494706,0.384530723,0.752796385,0.831447835,-0.598351807,0.636993688,-0.505170276,2.020e-09,1,0
-0.443320,0.122185,-0.369105506,0.384524288,0.744720235,0.836714112,-0.595198804,0.648240277,-0.494339605,2.506e-09,1,0
-0.443320,0.139640,-0.366480845,0.384380617,0.73636384,0.841810779,-0.591551512,0.659549083,-0.483520602,2.816e-09,1,0
-0.443320,0.157095,-0.363612269,0.384106232,0.727714294,0.846742727,-0.58740564,0.670926433,-0.472711398,2.806e-09,1,0
-0.443320,0.174550,-0.360490937,0.383707679,0.718757563,0.851514569,-0.582756082,0.682379241,-0.461910281,2.330e-09,1,0
-0.443320,0.192005,-0.35710755,0.383191548,0.709478328,0.856130637,-0.577596813,0.693915083,-0.451115695,1.274e-09,1,0
-0.443320,0.209460,-0.353452282,0.382564483,0.699859827,0.860594981,-0.571920773,0.705542278,-0.440326223,1.267e-09,1,0
-0.443320,0.226915,-0.34951469,0.381833208,0.689883651,0.864911351,-0.565719711,0.717269998,-0.429540592,2.636e-09,1,0
-0.443320,0.244370,-0.345283616,0.381004548,0.679529517,0.86908318,-0.55898402,0.729108379,-0.418757662,5.164e-09,1,0
-0.443320,0.261825,-0.340747063,0.380085451,0.668774995,0.873113551,-0.551702523,0.74106867,-0.407976421,7.491e-09,1,0
-0.443320,0.279280,-0.335892048,0.379083017,0.657595187,0.87700516,-0.543862227,0.753163401,-0.397195986,1.198e-08,1,0
-0.443320,0.296735,-0.330704433,0.378004536,0.645962343,0.880760263,-0.535448019,0.765406595,-0.386415596,1.941e-08,1,0
-0.443320,0.314190,-0.325168708,0.376857526,0.633845402,0.884380603,-0.526442308,0.777814017,-0.375634611,3.015e-08,1,0
-0.443320,0.331645,-0.319267736,0.375649782,0.621209424,0.88786733,-0.516824577,0.790403489,-0.36485251,4.517e-08,1,0
-0.443320,0.349100,-0.312982429,0.374389438,0.608014909,0.891220877,-0.506570835,0.803195276,-0.354068887,6.559e-08,1,0
-0.428193,-0.349100,-0.371667704,0.325386864,0.897392318,0.634101565,-0.527674745,0.335902819,-0.777038656,5.523e-08,1,0
-0.428193,-0.331645,-0.373183065,0.330957456,0.894143993,0.646083078,-0.537030885,0.346663076,-0.764828128,3.789e-08,1,0
-0.428193,-0.314190,-0.374643986,0.336183642,0.890782603,0.657588453,-0.545828098,0.35741697,-0.752774293,2.515e-08,1,0
-0.428193,-0.296735,-0.376043264,0.341080333,0.887306395,0.668648482,-0.554083518,0.368164772,-0.740861918,1.605e-08,1,0
-0.428193,-0.279280,-0.377373926,0.345661112,0.883713162,0.679290673,-0.561811862,0.378906861,-0.729077443,9.781e-09,1,0
-0.428193,-0.261825,-0.378629195,0.349938435,0.880000308,0.689539698,-0.569025791,0.389643726,-0.717408741,6.781e-09,1,0
-0.428193,-0.244370,-0.37980245,0.353923801,0.876164904,0.699417777,-0.575736198,0.400375967,-0.70584492,4.584e-09,1,0
-0.428193,-0.226915,-0.380887203,0.357627893,0.872203737,0.708944994,-0.58195246,0.411104297,-0.694376153,2.286e-09,1,0
-0.428193,-0.209460,-0.381877074,0.361060695,0.868113341,0.718139567,-0.587682643,0.421829544,-0.682993544,8.904e-10,1,0
-0.428193,-0.192005,-0.382765776,0.364231591,0.863890019,0.727018079,-0.592933675,0.432552652,-0.671689014,1.173e-09,1,0
-0.428193,-0.174550,-0.38354709,0.367149452,0.859529868,0.735595668,-0.597711497,0.443274687,-0.660455201,2.082e-09,1,0
-0.428193,-0.157095,-0.384214858,0.369822704,0.855028784,0.743886204,-0.602021188,0.453996839,-0.649285379,2.475e-09,1,0
-0.428193,-0.139640,-0.384762965,0.37225939,0.850382472,0.751902427,-0.605867068,0.464720424,-0.638173387,2.459e-09,1,0
-0.428193,-0.122185,-0.385185328,0.374467227,0.845586447,0.759656084,-0.60925279,0.475446894,-0.627113569,2.165e-09,1,0
-0.428193,-0.104730,-0.385448059,0.376454491,0.840628249,0.767150754,-0.612155048,0.486177836,-0.616100721,8.886e-05,1,0
-0.428193,-0.087275,-0.385604626,0.378228763,0.835520121,0.774412955,-0.614634959,0.496914983,-0.605130049,8.348e-05,1,0
-0.428193,-0.069820,-0.385617669,0.379794552,0.830247263,0.781442302,-0.616661346,0.507660221,-0.594197126,7.298e-05,1,0
-0.428193,-0.052365,-0.385480896,0.38115873,0.82480444,0.788247632,-0.618235816,0.518415592,-0.583297862,5.836e-05,1,0
-0.428193,-0.034910,-0.385188002,0.382328041,0.819186146,0.794837206,-0.61935959,0.529183311,-0.572428472,4.063e-05,1,0
-0.428193,-0.017455,-0.384732658,0.383309117,0.813386577,0.801218773,-0.620033518,0.539965771,-0.561585452,2.083e-05,1,0
-0.428193,0.000000,-0.3841085,0.3841085,0.807399611,0.807399611,-0.620258106,0.550765555,-0.550765555,1.685e-05,1,0
-0.428193,0.017455,-0.383309117,0.384732658,0.801218773,0.813386577,-0.620033518,0.561585452,-0.539965771,2.083e-05,1,0
-0.428193,0.034910,-0.382328041,0.385188002,0.794837206,0.819186146,-0.61935959,0.572428472,-0.529183311,4.063e-05,1,0
-0.428193,0.052365,-0.38115873,0.385480896,0.788247632,0.82480444,-0.618235816,0.583297862,-0.518415592,5.836e-05,1,0
-0.428193,0.069820,-0.379794552,0.385617668,0.781442302,0.830247263,-0.616661345,0.594197126,-0.507660221,7.298e-05,1,0
-0.428193,0.087275,-0.378228763,0.385604626,0.774412955,0.835520121,-0.614634959,0.605130049,-0.496914983,8.348e-05,1,0
-0.428193,0.104730,-0.376454491,0.385448059,0.767150754,0.840628249,-0.612155048,0.616100721,-0.486177836,8.886e-05,1,0
-0.428193,0.122185,-0.374467227,0.385185328,0.759656084,0.845586447,-0.60925279,0.627113569,-0.475446894,2.165e-09,1,0
-0.428193,0.139640,-0.37225939,0.384762965,0.751902428,0.850382472,-0.605867068,0.638173387,-0.464720424,2.459e-09,1,0
-0.428193,0.157095,-0.369822704,0.384214858,0.743886204,0.855028784,-0.602021188,0.649285379,-0.453996839,2.475e-09,1,0
-0.428193,0.174550,-0.367149452,0.38354709,0.735595668,0.859529868,-0.597711497,0.660455201,-0.443274687,2.082e-09,1,0
-0.428193,0.192005,-0.364231591,0.382765776,0.727018079,0.863890019,-0.592933675,0.671689014,-0.432552652,1.173e-09,1,0
-0.428193,0.209460,-0.361060695,0.381877074,0.718139567,0.868113341,-0.587682643,0.682993544,-0.421829544,8.904e-10,1,0
-0.428193,0.226915,-0.357627893,0.380887203,0.708944994,0.872203737,-0.58195246,0.694376153,-0.411104297,2.286e-09,1,0
-0.428193,0.244370,-0.353923801,0.37980245,0.699417777,0.876164904,-0.575736198,0.70584492,-0.400375967,4.584e-09,1,0
-0.428193,0.261825,-0.349938435,0.378629195,0.689539698,0.880000308,-0.569025791,0.717408741,-0.389643726,6.781e-09,1,0
-0.428193,0.279280,-0.345661112,0.377373926,0.679290673,0.883713163,-0.561811862,0.729077443,-0.378906861,9.781e-09,1,0
-0.428193,0.296735,-0.341080333,0.376043264,0.668648482,0.887306395,-0.554083518,0.740861918,-0.368164772,1.605e-08,1,0
-0.428193,0.314190,-0.336183642,0.374643986,0.657588453,0.890782603,-0.545828098,0.752774293,-0.35741697,2.515e-08,1,0
-0.428193,0.331645,-0.330957456,0.373183065,0.646083078,0.894143993,-0.537030885,0.764828128,-0.346663076,3.789e-08,1,0
-0.428193,0.349100,-0.325386864,0.371667704,0.634101565,0.897392318,-0.527674745,0.777038656,-0.335902819,5.523e-08,1,0
